Date,Actual pH,Predicted pH
2018-04-12,7.7438598881065,6.5354753
2018-04-12,7.7438598881065,6.6939225
2018-04-12,7.7438598881065,6.349919
2018-04-12,7.7438598881065,6.4620366
2021-07-29,7.624281739899619,7.595422
2021-07-30,7.624281739899619,7.617806
2021-07-31,7.624281739899619,7.6551785
2021-08-01,7.624281739899619,7.6551785
2021-08-02,7.624281739899619,7.6392717
2021-08-04,7.624281739899619,7.5819345
2021-08-03,7.624281739899619,7.5819345
2018-04-12,7.773195913846193,10.786142
2021-08-05,7.624281739899619,7.5715823
2021-08-06,7.624281739899619,7.5715823
2021-08-09,7.624281739899619,7.6100125
2021-08-09,7.624281739899619,7.6031404
2021-08-08,7.624281739899619,7.611894
2021-08-07,7.624281739899619,7.606754
2021-08-09,7.624281739899619,7.634915
2018-04-12,7.673757873355171,8.099057
2021-08-09,7.624281739899619,7.634915
2021-08-10,7.624281739899619,7.607884
2021-08-11,7.624281739899619,7.6190715
2021-08-12,7.624281739899619,7.616905
2021-08-13,7.624281739899619,7.6292233
2021-08-13,7.624281739899619,7.5931726
2021-08-13,7.624281739899619,7.5931726
2018-04-12,7.71667787996719,8.741484
2021-08-13,7.624281739899619,7.590593
2021-08-14,7.624281739899619,7.6022925
2021-08-15,7.624281739899619,7.6148834
2021-08-16,7.624281739899619,7.589144
2018-04-12,7.732580527568718,10.923034
2021-08-17,7.624281739899619,7.594051
2021-08-17,7.624281739899619,7.5952296
2021-08-17,7.624281739899619,7.5921435
2021-08-17,7.624281739899619,7.607233
2021-08-18,7.624281739899619,7.642511
2021-08-19,7.624281739899619,7.620962
2021-08-20,7.624281739899619,7.620962
2021-08-21,7.624281739899619,7.6000724
2021-08-21,7.624281739899619,7.6178403
2021-08-22,7.624281739899619,7.6073346
2021-08-23,7.624281739899619,7.658033
2021-08-21,7.624281739899619,7.605165
2021-08-21,7.624281739899619,7.608052
2021-08-24,7.624281739899619,7.584954
2021-08-25,7.624281739899619,7.6024075
2018-04-12,7.712491578611466,6.4652734
2021-08-26,7.624281739899619,7.5619235
2021-08-25,7.624281739899619,7.5619235
2021-08-25,7.624281739899619,7.5619235
2021-08-25,7.624281739899619,7.630708
2021-08-27,7.624281739899619,7.5977426
2021-08-28,7.624281739899619,7.625891
2021-08-29,7.624281739899619,7.625891
2021-09-02,7.624281739899619,7.6146383
2021-08-31,7.624281739899619,7.611898
2021-09-01,7.624281739899619,7.5969253
2021-08-30,7.624281739899619,7.5965495
2021-09-03,7.624281739899619,7.6420245
2021-09-04,7.624281739899619,7.609262
2021-09-05,7.624281739899619,7.609262
2021-09-05,7.624281739899619,7.5903244
2021-09-05,7.624281739899619,7.5964074
2021-09-05,7.624281739899619,7.6138163
2021-09-06,7.624281739899619,7.607828
2018-04-13,7.7831180078532896,4.846389
2021-09-07,7.624281739899619,7.607828
2021-09-08,7.624281739899619,7.5932965
2021-09-09,7.624281739899619,7.5949554
2021-09-09,7.624281739899619,7.600719
2018-04-13,7.755181253167185,4.6400332
2021-09-09,7.624281739899619,7.6021733
2021-09-09,7.624281739899619,7.599028
2021-09-10,7.624281739899619,7.59559
2021-09-11,7.624281739899619,7.5991087
2018-04-13,7.703463976804119,6.1214976
2018-04-13,7.703463976804119,5.931929
2018-04-13,7.703463976804119,6.3503985
2018-04-13,7.703463976804119,6.1051893
2021-09-12,7.624281739899619,7.5991087
2021-09-13,7.624281739899619,7.6043577
2021-09-13,7.624281739899619,7.5953794
2021-09-15,7.624281739899619,7.5947175
2021-09-13,7.624281739899619,7.62443
2021-09-13,7.624281739899619,7.602593
2021-09-14,7.624281739899619,7.6424613
2018-04-13,7.830024027107676,5.930452
2021-09-16,7.624281739899619,7.6189103
2021-09-17,7.624281739899619,7.60875
2021-09-17,7.624281739899619,7.671543
2021-09-17,7.624281739899619,7.5912986
2021-09-17,7.624281739899619,7.5912986
2021-09-18,7.624281739899619,7.5912986
2021-09-19,7.624281739899619,7.597683
2018-04-13,7.922099307254302,5.9727015
2021-09-20,7.624281739899619,7.5976825
2021-09-25,7.624281739899619,7.5840335
2021-09-24,7.624281739899619,7.6205173
2021-09-23,7.624281739899619,7.597401
2021-09-21,7.624281739899619,7.6050377
2021-09-26,7.624281739899619,7.6017528
2021-09-27,7.624281739899619,7.612273
2018-04-13,7.811239824065866,5.37401
2021-10-01,7.624281739899619,7.611303
2021-09-30,7.624281739899619,7.5980067
2021-09-29,7.624281739899619,7.581426
2021-09-28,7.624281739899619,7.594695
2021-10-02,7.624281739899619,7.5757837
2021-10-02,7.624281739899619,7.5757837
2021-10-02,7.624281739899619,7.6104546
2018-04-13,7.82774503810262,5.6398168
2021-10-02,7.624281739899619,7.588033
2021-10-03,7.624281739899619,7.6268435
2021-10-04,7.624281739899619,7.5930686
2021-10-05,7.624281739899619,7.6066895
2018-04-13,7.846814838807922,5.725985
2021-10-06,7.624281739899619,7.5885386
2021-10-06,7.624281739899619,7.6251435
2021-10-06,7.624281739899619,7.6520343
2021-10-06,7.624281739899619,7.622456
2021-10-07,7.624281739899619,7.623464
2021-10-08,7.624281739899619,7.623464
2021-10-09,7.624281739899619,7.5910344
2021-10-10,7.624281739899619,7.588732
2021-10-10,7.624281739899619,7.635176
2021-10-10,7.624281739899619,7.6013756
2021-10-10,7.624281739899619,7.609521
2021-10-11,7.624281739899619,7.611501
2021-10-13,7.624281739899619,7.5992675
2021-10-14,7.624281739899619,7.605678
2021-10-16,7.624281739899619,7.61752
2021-10-20,7.624281739899619,7.576599
2021-10-23,7.624281739899619,7.576599
2021-10-24,7.624281739899619,7.576599
2021-10-19,7.624281739899619,7.576599
2021-10-25,7.624281739899619,7.571842
2021-10-26,7.624281739899619,7.6173234
2021-10-28,7.624281739899619,7.6173234
2021-10-29,7.624281739899619,7.586289
2021-10-29,7.624281739899619,7.6512074
2021-10-29,7.624281739899619,7.585661
2021-10-29,7.624281739899619,7.599412
2021-10-30,7.624281739899619,7.5946593
2021-10-31,7.624281739899619,7.65182
2021-11-01,7.624281739899619,7.65182
2021-11-02,7.624281739899619,7.6092534
2021-11-02,7.624281739899619,7.6020117
2021-11-02,7.624281739899619,7.6077046
2021-11-02,7.624281739899619,7.5867763
2021-11-03,7.624281739899619,7.5951905
2021-11-04,7.624281739899619,7.5951905
2021-11-05,7.624281739899619,7.6322093
2021-11-06,7.624281739899619,7.6055
2021-11-06,7.624281739899619,7.61431
2021-11-06,7.624281739899619,7.588726
2021-11-06,7.624281739899619,7.602587
2021-11-07,7.624281739899619,7.621923
2021-11-08,7.624281739899619,7.646804
2021-11-09,7.624281739899619,7.5969214
2021-11-10,7.624281739899619,7.6121817
2021-11-10,7.624281739899619,7.6194463
2021-11-10,7.624281739899619,7.6001525
2021-11-10,7.624281739899619,7.6129026
2021-11-11,7.624281739899619,7.612181
2021-11-12,7.624281739899619,7.6624207
2021-11-13,7.624281739899619,7.610119
2021-11-14,7.624281739899619,7.6266646
2021-11-14,7.624281739899619,7.6020393
2021-11-14,7.624281739899619,7.598167
2021-11-14,7.624281739899619,7.622717
2021-11-15,7.624281739899619,7.6445794
2021-11-16,7.624281739899619,7.6441464
2021-11-20,7.624281739899619,7.583304
2021-11-19,7.624281739899619,7.597107
2021-11-17,7.624281739899619,7.685017
2021-11-18,7.624281739899619,7.643846
2021-11-21,7.624281739899619,7.657623
2021-11-22,7.624281739899619,7.6122956
2021-11-23,7.624281739899619,7.6122956
2021-11-24,7.624281739899619,7.6626925
2021-11-25,7.624281739899619,7.6834207
2021-11-25,7.624281739899619,7.6139917
2021-11-25,7.624281739899619,7.608948
2021-11-25,7.624281739899619,9.31165
2021-11-26,7.624281739899619,7.609042
2021-11-27,7.624281739899619,7.609042
2021-11-29,7.624281739899619,7.656311
2021-11-29,7.624281739899619,7.647515
2021-11-29,7.624281739899619,7.6276407
2021-11-28,7.624281739899619,7.6549363
2021-11-29,7.624281739899619,7.6404824
2021-11-30,7.624281739899619,7.6404824
2021-12-01,7.624281739899619,7.6024613
2021-12-02,7.624281739899619,7.649985
2021-12-03,7.624281739899619,7.6783223
2021-12-03,7.624281739899619,7.627964
2021-12-03,7.624281739899619,7.66643
2021-12-03,7.624281739899619,7.6136975
2021-12-04,7.624281739899619,7.6558065
2021-12-05,7.624281739899619,7.653886
2021-12-07,7.624281739899619,7.618285
2021-12-07,7.624281739899619,7.6650968
2021-12-06,7.624281739899619,7.611124
2021-12-07,7.624281739899619,7.67538
2021-12-07,7.624281739899619,7.67538
2021-12-08,7.624281739899619,7.6561713
2021-12-09,7.624281739899619,7.602749
2021-12-10,7.624281739899619,7.6629786
2021-12-11,7.624281739899619,7.5834756
2021-12-11,7.624281739899619,7.6045666
2021-12-11,7.624281739899619,7.6360397
2021-12-11,7.624281739899619,7.5997386
2021-12-12,7.624281739899619,7.6006503
2021-12-13,7.624281739899619,7.600853
2021-12-14,7.624281739899619,7.5941377
2021-12-15,7.624281739899619,7.5941377
2021-12-16,7.624281739899619,7.655824
2021-12-17,7.624281739899619,7.655824
2021-12-18,7.624281739899619,7.602409
2021-12-19,7.624281739899619,7.604788
2021-12-20,7.624281739899619,7.604788
2021-12-22,7.624281739899619,7.593593
2021-12-21,7.624281739899619,7.641322
2021-12-22,7.624281739899619,7.628167
2021-12-22,7.624281739899619,7.602535
2021-12-22,7.624281739899619,7.6051335
2021-12-23,7.624281739899619,7.606483
2021-12-24,7.624281739899619,7.606483
2021-12-25,7.624281739899619,7.590327
2021-12-26,7.624281739899619,7.607888
2021-12-26,7.624281739899619,7.615259
2021-12-26,7.624281739899619,7.606923
2021-12-26,7.624281739899619,7.6525693
2021-12-27,7.624281739899619,7.6525693
2021-12-28,7.624281739899619,7.6044745
2021-12-29,7.624281739899619,7.612164
2021-12-30,7.624281739899619,7.630037
2021-12-30,7.624281739899619,7.663608
2021-12-30,7.624281739899619,7.6579666
2021-12-30,7.624281739899619,7.618897
2021-12-31,7.624281739899619,7.5804486
2022-01-01,7.624281739899619,7.59817
2022-01-01,7.624281739899619,7.588959
2022-01-02,7.624281739899619,7.671328
2022-01-03,7.624281739899619,7.63217
2022-01-02,7.624281739899619,7.609572
2022-01-03,7.624281739899619,7.63217
2022-01-03,7.624281739899619,7.6498303
2022-01-03,7.624281739899619,7.638273
2022-01-03,7.624281739899619,7.6080155
2022-01-03,7.624281739899619,7.599489
2022-01-03,7.624281739899619,7.6139436
2022-01-03,7.624281739899619,7.62754
2022-01-04,7.624281739899619,7.647124
2022-01-04,7.624281739899619,7.600372
2022-01-05,7.624281739899619,7.596
2022-01-07,7.624281739899619,7.675327
2022-01-06,7.624281739899619,7.675327
2022-01-05,7.624281739899619,7.6301126
2022-01-06,7.624281739899619,7.675327
2022-01-07,7.624281739899619,7.652477
2022-01-07,7.624281739899619,7.603762
2022-01-07,7.624281739899619,7.603762
2022-01-07,7.624281739899619,7.6382775
2022-01-07,7.624281739899619,7.641415
2022-01-07,7.624281739899619,7.6400876
2022-01-07,7.624281739899619,7.6536984
2022-01-08,7.624281739899619,7.6545334
2022-01-08,7.624281739899619,7.680418
2022-01-09,7.624281739899619,7.680418
2022-01-09,7.624281739899619,7.5871778
2022-01-10,7.624281739899619,7.6394753
2022-01-10,7.624281739899619,7.632876
2022-01-11,7.624281739899619,7.6398215
2022-01-11,7.624281739899619,7.654664
2022-01-12,7.624281739899619,7.654664
2022-01-12,7.624281739899619,7.6733036
2022-01-13,7.624281739899619,7.651525
2022-01-13,7.624281739899619,7.608021
2022-01-14,7.624281739899619,7.674542
2022-01-14,7.624281739899619,7.6404805
2022-01-15,7.624281739899619,7.603002
2022-01-15,7.624281739899619,7.63668
2022-01-16,7.624281739899619,7.6018414
2022-01-16,7.624281739899619,7.6316156
2022-01-17,7.624281739899619,7.6535435
2022-01-17,7.624281739899619,7.6067257
2022-01-18,7.624281739899619,7.60319
2022-01-18,7.624281739899619,7.6031904
2022-01-18,7.624281739899619,7.6764235
2022-01-18,7.624281739899619,7.6664615
2022-01-18,7.624281739899619,7.630593
2022-01-18,7.624281739899619,7.5981345
2022-01-18,7.624281739899619,7.6029897
2022-01-18,7.624281739899619,7.62298
2022-01-19,7.624281739899619,7.605303
2022-01-19,7.624281739899619,7.6747494
2022-01-20,7.624281739899619,7.6415644
2022-01-20,7.624281739899619,7.615538
2022-01-21,7.624281739899619,7.615538
2022-01-22,7.624281739899619,7.648332
2022-01-21,7.624281739899619,7.648332
2022-01-22,7.624281739899619,7.6535726
2022-01-22,7.624281739899619,7.603997
2022-01-22,7.624281739899619,7.603997
2022-01-22,7.624281739899619,7.593459
2022-01-22,7.624281739899619,7.591977
2022-01-22,7.624281739899619,7.6271844
2022-01-22,7.624281739899619,7.6224875
2022-01-23,7.624281739899619,7.6735783
2022-01-23,7.624281739899619,7.7096505
2018-04-13,7.821163073856914,6.3876214
2022-01-25,7.624281739899619,7.6622205
2022-01-24,7.624281739899619,7.6497207
2022-01-25,7.624281739899619,7.670289
2022-01-24,7.624281739899619,7.6643357
2022-01-26,7.624281739899619,7.5931363
2022-01-26,7.624281739899619,7.5931363
2022-01-26,7.624281739899619,7.6444287
2022-01-26,7.624281739899619,7.60955
2022-01-26,7.624281739899619,7.604845
2022-01-26,7.624281739899619,7.60816
2022-01-26,7.624281739899619,7.6242256
2022-01-26,7.624281739899619,7.603073
2018-04-13,7.665079675319505,5.0877376
2022-01-27,7.624281739899619,7.582903
2022-01-29,7.624281739899619,7.65836
2022-01-27,7.624281739899619,7.6150613
2022-01-28,7.624281739899619,7.6479125
2022-01-28,7.624281739899619,7.6254635
2022-01-29,7.624281739899619,7.65836
2022-01-30,7.624281739899619,7.6677556
2018-04-13,7.690023178036103,5.486605
2022-01-30,7.624281739899619,7.622704
2022-01-30,7.624281739899619,7.6326256
2022-01-30,7.624281739899619,7.656943
2022-01-30,7.624281739899619,7.5848317
2022-01-30,7.624281739899619,7.674055
2022-01-30,7.624281739899619,7.6585646
2022-01-30,7.624281739899619,7.715241
2018-04-14,7.632236970742439,5.0945053
2018-04-13,7.632236970742439,5.0362515
2018-04-14,7.632236970742439,5.0945053
2018-04-14,7.632236970742439,6.000872
2022-01-31,7.624281739899619,7.670814
2022-01-31,7.624281739899619,7.664891
2022-02-01,7.624281739899619,7.664891
2022-02-02,7.624281739899619,7.612576
2022-02-03,7.624281739899619,7.595359
2022-02-03,7.624281739899619,7.671148
2022-02-03,7.624281739899619,7.597378
2018-04-14,7.683788099909704,5.2473254
2022-02-03,7.624281739899619,7.7143664
2022-02-04,7.624281739899619,7.7143664
2022-02-07,7.624281739899619,7.6657734
2022-02-06,7.624281739899619,7.667469
2022-02-05,7.624281739899619,7.6431026
2022-02-08,7.624281739899619,7.6533923
2022-02-09,7.624281739899619,7.6668735
2018-04-14,7.675279402518566,5.6256833
2022-02-10,7.624281739899619,7.67207
2022-02-11,7.624281739899619,7.660636
2022-02-12,7.624281739899619,7.66802
2022-02-13,7.624281739899619,7.673203
2018-04-14,7.686932356474154,6.1472154
2022-02-14,7.624281739899619,7.6666827
2022-02-14,7.624281739899619,7.674032
2022-02-14,7.624281739899619,7.673157
2022-02-16,7.624281739899619,7.6465793
2022-02-15,7.624281739899619,7.6684613
2022-02-14,7.624281739899619,7.6680665
2022-02-17,7.624281739899619,7.6404834
2018-04-14,7.663660112077009,6.4582696
2022-02-18,7.624281739899619,7.6554575
2022-02-18,7.624281739899619,7.6615367
2022-02-18,7.624281739899619,7.660437
2022-02-20,7.624281739899619,7.6509004
2022-02-19,7.624281739899619,7.661505
2022-02-18,7.624281739899619,7.6532645
2022-02-21,7.624281739899619,7.6698556
2018-04-14,7.5773200731712445,6.3818345
2022-02-22,7.624281739899619,7.6913047
2022-02-22,7.624281739899619,7.6107364
2022-02-23,7.624281739899619,7.6107364
2022-02-22,7.624281739899619,7.648297
2022-02-22,7.624281739899619,7.6107364
2022-02-24,7.624281739899619,7.6687026
2022-02-25,7.624281739899619,7.697209
2018-04-14,7.716782844785316,5.7730093
2022-02-26,7.624281739899619,7.62159
2022-02-26,7.624281739899619,7.6433187
2022-02-26,7.624281739899619,7.617879
2022-02-26,7.624281739899619,7.671164
2022-02-27,7.624281739899619,7.6732774
2022-02-28,7.624281739899619,7.697274
2022-03-01,7.624281739899619,7.697274
2018-04-14,7.738002739297182,6.4094763
2018-04-14,7.738002739297182,6.7844186
2018-04-14,7.738002739297182,6.5788198
2018-04-14,7.738002739297182,6.610807
2022-03-02,7.624281739899619,7.6166224
2022-03-02,7.624281739899619,7.6166224
2022-03-02,7.624281739899619,7.674877
2022-03-02,7.624281739899619,7.675039
2018-04-14,7.641900010626125,5.7076764
2022-03-03,7.624281739899619,7.664418
2022-03-04,7.624281739899619,7.6595507
2022-03-05,7.624281739899619,7.6690726
2022-03-06,7.624281739899619,7.6614575
2018-04-14,7.676992372134904,7.1190696
2022-03-10,7.624281739899619,7.66297
2022-03-09,7.624281739899619,7.664523
2022-03-07,7.624281739899619,7.7114744
2022-03-08,7.624281739899619,7.6245246
2022-03-11,7.624281739899619,7.6629696
2022-03-12,7.624281739899619,7.6648517
2022-03-13,7.624281739899619,7.6670675
2022-03-14,7.624281739899619,7.650451
2022-03-13,7.624281739899619,7.6656737
2022-03-13,7.624281739899619,7.679345
2022-03-13,7.624281739899619,7.6413627
2022-03-15,7.624281739899619,7.6401086
2022-03-16,7.624281739899619,7.6112456
2022-03-17,7.624281739899619,7.6101904
2022-03-18,7.624281739899619,7.6499944
2022-03-17,7.624281739899619,7.6101904
2022-03-17,7.624281739899619,7.590033
2022-03-17,7.624281739899619,7.6499944
2018-04-15,7.696674257827618,6.1307836
2022-03-19,7.624281739899619,7.7188253
2022-03-20,7.624281739899619,7.7188253
2022-03-21,7.624281739899619,7.6471343
2022-03-21,7.624281739899619,7.653643
2022-03-21,7.624281739899619,7.6381583
2022-03-21,7.624281739899619,7.667314
2022-03-22,7.624281739899619,7.675756
2018-04-15,7.637227168892718,8.683614
2022-03-23,7.624281739899619,7.675756
2022-03-25,7.624281739899619,7.655388
2022-03-25,7.624281739899619,7.6704297
2022-03-24,7.624281739899619,7.6292825
2022-03-25,7.624281739899619,7.677208
2022-03-25,7.624281739899619,7.6757092
2022-03-26,7.624281739899619,7.6757092
2018-04-15,7.624281739899619,7.6248565
2022-03-27,7.624281739899619,7.660811
2022-03-28,7.624281739899619,7.6604314
2022-03-29,7.624281739899619,7.647206
2022-03-29,7.624281739899619,7.668305
2022-12-24,7.624281739899619,7.5721617
2022-12-25,7.624281739899619,7.671542
2022-12-26,7.624281739899619,7.5883813
2022-12-27,7.624281739899619,7.646686
2022-12-28,7.624281739899619,7.785006
2022-12-29,7.624281739899619,7.785006
2022-12-30,7.624281739899619,7.6538033
2022-12-31,7.624281739899619,7.8686013
2023-01-02,7.624281739899619,7.729351
2023-01-01,7.624281739899619,7.5817847
2023-01-03,7.624281739899619,7.630419
2023-01-04,7.624281739899619,7.6014886
2023-01-04,7.624281739899619,7.838386
2023-01-05,7.624281739899619,7.838386
2023-01-06,7.624281739899619,7.6154156
2023-01-07,7.624281739899619,7.664126
2023-01-08,7.624281739899619,7.7502403
2023-01-08,7.624281739899619,7.7502403
2023-01-10,7.624281739899619,7.82643
2023-01-09,7.624281739899619,7.620439
2023-01-11,7.624281739899619,7.5931873
2023-01-12,7.624281739899619,8.003864
2023-01-12,7.624281739899619,8.003864
2023-01-13,7.624281739899619,7.5743723
2023-01-14,7.624281739899619,7.742385
2023-01-15,7.624281739899619,7.575093
2023-01-16,7.624281739899619,7.575093
2023-01-16,7.624281739899619,7.592781
2023-01-17,7.624281739899619,7.6638923
2023-01-18,7.624281739899619,7.5784383
2023-01-19,7.624281739899619,7.703973
2023-01-20,7.624281739899619,7.6509037
2023-01-20,7.624281739899619,7.585551
2023-01-21,7.624281739899619,7.6307445
2023-01-22,7.624281739899619,7.671387
2023-01-24,7.624281739899619,7.578881
2023-01-23,7.624281739899619,7.6357245
